,text,label
568,"Of course I did want to a little further up the coast you know get away from all the lights and people and everything. Is it midnight, do they always start at midnight? Is that what it is midnight? How you doing, huh? You okay? That's good.",1
569,"Look, there what's that, what's that? Is it--",1
570,"Oh, no I can't tell though. Although probably if you can't tell it probably isn't them right, yeah. Probably going to be like unmistakable, right?",1
571,"Gosh, this is great, isn't it? This is awesome. Oh, no you know what I forgot?",1
572,Flashlight the silver one. There's only one isn't there?,2
573,"Oh, well, yeah of course.",2
574,"You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?",0
575,"Of course, our flashlight. What's your is mine, mi flashlight es su flashlight.",2
576,"Gosh, I should have brought it. I can't believe I forgot that.",2
577,No.,2
578,"You know what we should've brought a blanket too. Man, our blanket, our blanket. Wish I had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack.",1
579,I'm fine.,2
580,"Oh yeah, I'm so excited right now I'm like a kid.",1
581,I can't believe I got out of the house without my fly zipped up even.,1
582,I wonder if they can hear me talk,1
583,Right.,2
584,That's my point too.,2
585,Then let's go.,0
586,People in Kansas would have to get plane tickets and make hotel reservations to see this. It's only forty minutes away; it's just too good to pass up.,0
587,"Pass what up? These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",0
588,"Yeah, they do.",2
589,"Well, okay whatever, okay but it's a fish who do something that like no other fish do, you know, it's like those swallows that return to Capistrano or those like those lemmings that jumped off the cliffs, you know.",1
590,"It's like a little bit of the unexplainable, a little magic, a little mystery. I just don't see how you can not be interested in this.",1
591,Yes.,0
592,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",0
593,We just weren't in a good spot though.,2
594,We didn't see them the year before either.,0
595,"Come on, trust me I got instincts for these things, okay? So just--just think about it all right? Okay, I know you're not interested, think about it...",2
596,"Out there, there's like this big mass of silver fish they're heading this way...",1
597,"They don't know why, we don't know why. No one like sent them an invitation or gave them a map or direction...",1
598,They just all turned at once and they just form this line as long as the California coast. And they just started swimming...,1
599,Like some little time release fire cracker went off inside their little tiny bodies. And they all turned as one...,1
600,"And form the line and started swimming, swimming that would bring them to this point here...",1
601,It's like urgency that's pure urge you know. It's single-mindedness with no mind.,1
602,"It's crazy. Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",1
603,He saw it.,2
604,He was out here when it broke.,2
605,Four o clock this morning. I heard a crack and I woke up and looked out. He was standing right over there when it cracked.,2
606,I don't know.,2
607,"He's dreaming of him again, walking around.",2
608,I guess he is.,2
609,You know Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,2
610,We've got to say it to him.,2
611,"Sit down, Mom. I want to talk to you.",2
612,You know.,2
613,"Well I got an idea, but what's your story?",2
614,I'm going to ask her to marry me.,2
615,You know it's not just my business.,2
616,"So all right then, I'll just go ahead with it?",2
617,"You know sometimes you infuriate me. you know that? Isn't it your business if I tell father and he throws a fit about it? God, you have such a talent for ignoring things.",0
618,I wanted to get this settled first.,2
619,"Well if she does, then that's it. That's the end of it. From her letters, though, I think she's pretty much forgotten him.",2
620,And then we'll thrash it out with father. Okay Mom? Don't avoid me.,2
621,Just give it some more thought.,2
622,What the hell is this?,0
623,"I'll get out. I'll get married and I'll move somewhere else, maybe New York.",2
624,You have a business here. What the hell is this?,0
625,Oh. Must you be inspired?,0
626,"On this, I would.",2
627,Then help me stay here.,2
628,"All right. But you don't want to think like that because what the hell are we working for, Chris? It's all for you. This whole shooting match is for you.",0
629,Just don't think like that.,0
630,"Have you tried, uh, Craig's List?",2
631,"Uh, what? Craig's List? Oh the internet thing?",2
632,Yeah.,2
633,I don't know. Isn't that-- that's all like escort services and things like that.,2
634,No. There's regular jobs on there.,2
635,Uh huh.,2
636,I'm just saying I have a friend that got a good job on it so I was just recommending it.,2
637,He's like a manager for a theatre.,2
638,He's like a house manager. Yeah. It's a good job.,2
639,He just...,2
640,you know what? I heard about that job. I applied for that.,2
641,You did?,2
642,Yeah.,2
643,You've been looking for a job for a long time; that was a long time ago. Right?,2
644,Yeah.,2
645,Hmm.,2
646,I don't know. He had a really good resume I guess and--,2
647,Yeah. Do you have a resume?,2
648,It's kind of helpful when getting a job.,2
649,I just- I mean I call people up and I tell them what I'm good at.,2
650,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,2
651,Yeah.,2
652,"No. You can- or you can just bring it in person. But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",2
653,"Yeah. But the piece of paper helps, too.",2
654,"No. But it has an outline, you know.",2
655,"I know. Okay. Well, um. Maybe--",2
656,Yeah.,2
657,"Okay, yeah. I would imagine.",2
658,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",2
659,maybe get a car.,2
660,"I just, you know, think you should try a little harder maybe.",2
661,I didn't say that.,2
662,"I am riding the bus, but by choice.",2
663,"To save the environment, carpool.",2
664,Yes. One less car at a time.,2
665,Mmhmm.,2
666,I'm not frustrated.,0
667,Who do you think you are?,0
668,I don't think I'm anyone.,2
669,You are so high and mighty. I just--,0
670,I- I-I didn't-- okay.,2
671,Oh. I'm saving the environment. I'm riding this car because I- I want to.,0
672,"The bus, I'm riding the bus because I want to.",0
673,I can not-- you are not here by choice. Nobody would ride this bus by choice.,0
674,Hi. Thanks for waiting.,2
675,Can I help you?,1
676,Uh huh.,1
677,Okay.,2
678,Okay.,2
679,Okay. Great. I'm really sorry that you had to do that. What's your last name? Let's start there.,2
680,Okay.,2
681,all right- okay. And you lost your bag? Is that- that the issue?,2
682,Flight seven fourteen.,0
683,Uh-huh.,2
684,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",0
685,"Yeah. Yeah, I don't see- I don't see any--",2
686,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",2
687,"we've mistakenly lost your baggage. We're very sorry. On behalf of Jet Blue I would like to apologize for any inconvenience. I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us. I'm very sorry, once again...",2
688,"for such an inconvenience and your bag, but",2
689,Is this a joke?,0
690,Yeah.,2
691,"No, no.",2
692,"Are there candid cameras? Is this that movie? There's that show, right? Airplane, airline.",0
693,"No, no. This is real.",2
694,"No. I'm just giving you money, the bag is gone. If it's not here, I'm really sorry there is nothing I can do because...",2
695,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,2
696,"You're kidding me, this is a joke.",0
697,Do you have any idea-- fifty dollars? That's supposed to replace everything that I have? Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that. It was incredibly expensive.,0
698,Yes.,2
699,I know.,2
700,We flew in from Paris. I've been shopping for three weeks.,0
701,I don't care what you're freaking sign says. Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,0
702,Okay. Calm-,2
703,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",2
704,Do you understand who my husband is?,0
705,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",0
706,"We are actually not even allowed-- you know, like we don't have to give you this fifty dollars. We don't have to do that.",2
707,Oh-Oh. It's a gift. You're-You're helping me out here?,0
708,It's a gift.,2
709,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",2
710,You are cruising for a bruising. You are in so much trouble.,0
711,With the amount of--,2
712,Who's in charge? Who is the president of Jet Blue?,0
713,"Um, actually, I don't know. I don't know. Oh really?",2
714,Because I probably know him.,0
715,Yeah.,0
716,Well then maybe you can just call him and he can give you more money. But right now all I can do--,2
717,"I don't want money, I want my clothes.",0
718,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",2
719,What's your name?,0
720,Oh. My name is Sean. Hi.,2
721,Okay. I'll do that.,0
722,I don't think you have done everything you could do because I don't have my bag here yet.,0
723,"If you want, you can write a letter. I can give you the address. Yes. An angry--",2
724,A letter? I'll make a personal phone call.,0
725,"Or you can make a phone call. But I think a letter might be a little more-- in my impression, letters have more...",2
726,Did you get the letter?,1
727,"Yes. There's a big envelope it says, you're in. I know.",1
728,Yeah. That is so awesome.,1
729,Oh my God. What are you going to do? [LAUGHTER],1
730,"Oh-Yeah, I bet you're really excited. Oh. That's what loans are for? Right? Exactly.",1
731,"I'm really excited. Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah. Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",1
732,"Oh. Good, good. That's awesome. Are you going to stay around here? Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",1
733,"Oh- I know, I know, I know, I know.",1
734,"I don't know. I spend so much time commuting as it is, I'd rather.",1
735,This is so- I am so happy that you're going to stay. You're not going to...We should totally throw a party.,1
736,I know. We should throw a party.,1
737,A rapper party ho. Yeah. Okay.,1
738,"I am just- Yeah. I'm sticking around, I'm just doing my thing. I'm living here. I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",1
739,Yeah. Big time.,1
740,Mmhmm. Mmhmm. Yay. So what major? What are you doing?,1
741,Yeah. I'm not sure.,1
742,Is this a Masters or a P.h.D.? Or can you...? Nice,2
743,Umm...P.h.D. [LAUGHTER],1
744,"That's good. Don't you have to like teach a class, too, when you do that?",2
745,"Teacher. Mrs. Nash, I have a question.",1
746,So I get to mold young minds. Mrs.? That's my mother.,1
747,You have to get married. Well you are married to Chuck. You're Mrs. Nash. Not to be confused with Mrs. Dash which is the popular seasoning.,1
748,"I would be like- Oh. Right, right, right.",1
749,Yay...School's fun.,1
750,"Of course, right. That's where the real money is, being a student.",2
751,That's how you get the big bucks. Are you messing with the chair? Don't ruin it.,1
752,"I know. I made such a mess of it, the entire time. The last three things I've done, I've ruined everything, I think. Mm-hmm. Yeah.",1
753,"I'm sorry, Joy.",3
754,Is there anything I can get you? Do you want me to take care of anything for you or...?,2
755,...pick up anything?,2
756,No.,3
757,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,3
758,That's sweet.,2
759,Thank you.,2
760,I went to see her headstone a week or two ago.,3
761,"I used to go to cemeteries a lot before she died. I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",3
762,Hmm.,2
763,So I was like wandering around before. It takes forever to find her headstone; I always lose it. You know.,3
764,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone. And-,3
765,"this woman came up and, you know, it was hers. It was her person that was there.",2
766,Oh. She was there?,2
767,"Yeah. And she was like, that's pathetic, I hope you enjoy it.",3
768,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine. She was like, I would rather have her back, honestly.",3
769,Mmhmm.,2
770,"I don't know. It just, like, I felt so bad because I shouldn't have done it. I don't know. Whatever.",3
771,Yeah.,3
772,I don't know.,3
773,How long were you there for?,2
774,At the cemetery?,3
775,Mmhmm.,2
776,couple hours.,3
777,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day. We ran through the sprinklers.",2
778,Oh really?,2
779,You ran through the sprinklers in the cemetery?,2
780,Is it a big cemetery?,2
781,Yeah. It's huge. Redlands is an old city so they have lots and lots of stones.,2
782,"Oh, so they're like really old too, really old ones?",2
783,Yeah.,2
784,"It's weird. Whenever I go back to town, I think of her. I mean, it's like ... I mean we grew up together and she died when we were twenty one. And yeah. She had cancer, she had two brain tumors.",3
785,"My best friend Heather. She's got a- we have a- we built this like little-- There's a park, Prospect Park. And there is like a garden section of it that we set up for her.",3
786,She used to have these poetry parties on Memorial Day.,3
787,Mmhmm.,2
788,Umm. Yeah.,3
789,"And the last time before she died, I remember she couldn't really stand, umm...",3
790,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized. And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head. It was cool.",3
791,Mmhmm.,2
792,"Some, I guess. She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",3
793,So she wrote a lot of poetry?,2
794,"There's another one, I can't remember.",2
795,"I remember, too, when we were-- she died at U.C.L.A. She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back. And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room. All she needs is a God damn audience. You know?",3
796,Now and always sweet.,1
797,I don't care then.,1
798,It had to happen sooner or later.,1
799,[BREATHING],1
800,Oh. Behave exquisitely...,1
801,With perfect poise...,1
802,[LAUGHTER] I think I shall do a court curtsey.,1
803,Ah...,1
804,[LAUGHTER],1
805,Ah...Strange...,1
806,Mmm...,1
807,"Things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?",1
808,"Darling, don't say that.",3
809,"Oh, yes meaning just that.",1
810,"Oh, dear god what is that all mean, dear god?",1
811,[LAUGHTER] Don't laugh at me I'm being serious.,1
812,"You mustn't be so serious, darling, it just what they want.",1
813,Flippancy brings out the acid in their darn sweetness and light.,1
814,"Mmhmm If I must laugh at everything, I must laugh at us too.",1
815,"How long will it last, this ludicrous, overbearing love of ours?",1
816,We are figures of fun all right,1
817,Ahh...who knows.,1
818,Shall we always want to bicker and fight?,1
819,If one of us dies...,1
820,I think you're talking nonsense.,1
821,"Let's pity the poor philosophers, huh? Let's enjoy the party for as long as we can, okay? Let's blow trumpets and squeakers and sit like small idiotic school children. [LAUGHTER]",1
822,"Come here darling, kiss me",1
823,before your body rots and worms pop out of your eye sockets.,1
824,"See, you know I don't care what you do. You could paint yourself green and run naked to the Place Vendome.",1
825,Do you remember that row we did have in Venice?,1
826,Which particular one?,1
827,"Oh, Charles. That was his name Charles. He did wriggle so beautifully.",1
828,But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,1
829,Cannes...mmhmm...,1
830,The manager came in he found us rolling about the floor. [LAUGHTER],1
831,I will never forget the look on his face.,1
832,Scratching and biting like panthers. [LAUGHTER] Oh...,1
833,oh...,1
834,"Utterly, utterly ridiculous.",1
835,oh...[LAUGHTER],1
836,We were very much younger then.,1
837,Very much sillier.,1
838,Oh you knew there was nothing in that.,1
839,The only one I know still love his parents.,2
840,"Yeah, that kind of went out of style didn't it?",1
841,Oh it's not bad thing it's good thing.,2
842,You're not sorry you came?,1
843,"Not sorry, no. I can't stay here.",3
844,Why not?,3
845,For one thing your mother as much as told me to go.,2
846,[BREATHING] And then you've been kind of...,3
847,What?,2
848,You've been kind of embarrassed ever since I got here.,3
849,You did?,2
850,From her point of view why else would I come?,2
851,Yeah--,2
852,"Ann, I love you. I love you.",1
853,I almost got married two years ago.,2
854,Why didn't you?,2
855,Everyday since.,1
856,why didn't you let me know?,1
857,"Because I was waiting for you, Chris. Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.",1
858,I kissed you. I kissed Annie.,1
859,I'll never forgive you for waiting so long. All I did was sit around and wonder if I was crazy for thinking about you.,1
860,I kissed you.,1
861,"Chris, what's the matter?",3
862,Do you want to go somewhere? Let's go.,3
863,"No, what is it? Is your mother?",3
864,"No, no, it's nothing like that.",3
865,I don't know it's--it's complicated. But it's going from me now.,3
866,You got to tell me.,3
867,I don't know.,3
868,It's kind of all mixed up with all these other things.,3
869,Wouldn't work like this.,3
870,you know over seas I was in command of the company?,3
871,"Yeah, sure.",3
872,Well I lost them.,3
873,How many?,3
874,Pretty much all.,3
875,[BREATHING]. Geez.,3
876,"Takes awhile to toss something like that off. I mean they weren't just men, you know.",3
877,"For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",3
878,He just put it in my pocket that's the kind of guys I had.,3
879,"They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...",3
880,"And I had this idea as I was watching them go down like everything was being destroyed, you know. But I felt like this one new thing was being made, you know it's kind of like this. This monument...",3
881,"You know, that they were bringing something on to this earth, a kind of sacrifice you know.",3
882,"I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",3
883,You know. I went to work with dad and I started that whole rat race again...,3
884,And no one had changed it was just like sort of random bus accident to them.,3
885,Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,3
886,'Cause you can take those things out of a war. But you have to realize that those things came out of the love that a man can have for another man...,3
887,And if you can't see that then it's just loot and there's blood all over it.,3
888,I felt ashamed and I didn't want any part of it. I guess I included you too.,3
889,Do you still feel that way?,3
890,I want you to know Annie.,3
891,I'm going to make a fortune for you.,1
892,What would I do with a fortune?,1
893,"Look at this, all of the hairs are standing up on my arm.",1
894,That's the wind.,2
895,"Well, so, what do you think?",1
896,About what?,2
897,About what I was saying.,2
898,"Carla, can I ask you something? Now, don't take this the wrong way, but are you on your period?",2
899,"Don't ask me that. I hate it when you ask me that, you always ask me that. It's insulting.",0
900,"For God- Grow up, Augie. The fish are not going to arrive.",0
901,Because they never do. Have they...Have they ever?,0
902,Twice is every time we have tried; that's ever.,0
903,"I feel like I'm always just standing here waiting. I feel like this night is going to be the night, but it never is.",3
904,"For God's sake, this is not about fish.",0
905,"Okay. So you were fine during that phone call from Marge and then dinner was okay. And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go? And I said, sure great, let's go.",2
906,"Okay. So I am putting out the pets, getting the car out of the garage.",2
907,Do you remember the first year we came here? It was like four years after we got married.,2
908,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them. And I remember thinking, this is it. You know, finally, I am as happy as I'm supposed to be.",1
909,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne. I said no, time's a wasting or something like that.",2
910,I'd rather not remember some things. I'd rather not hope for some things.,3
911,Sure. All right. Okay.,2
912,"Listen, do you want to dance?",2
913,No.,2
914,Do you want me to go get some champagne?,2
915,Do you want to take off your shoes?,1
916,Do you want to get married again?,1
917,No.,2
918,Yes it is.,2
919,"I know you are Augie, I know.",3
920,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",3
921,"Maybe if you were with someone else, too.",3
922,I didn't say that.,3
923,I just- I know I don't make you happy.,3
924,"You're the one who probably wishes he was with somebody else. Somebody who doesn't take things so seriously, who could enjoy herself.",3
925,"You know, actually now that you mention it, no I don't.",2
926,"So maybe we are in the wrong spot, but we are with the right person.",2
927,"We have a great view of the moon from here, though, huh?",2
928,"Hmm. I noticed that, it's pretty. Big old white moon.",1
929,[BREATHING],2
930,And look what I got here.,1
931,"Augie, you bought refreshments.",1
932,I guess we don't need glasses.,1
933,[BREATHING],1
934,Do you want to go home? Are you cold?,2
935,I'm beginning to think this might be the right spot after all.,1
936,"Augie, I'm sorry.",3
937,"Shh. If we're very quiet, the fish might come.",2
938,Or not.,2
939,Or not.,1
940,Why did he invite her here?,0
941,"Well, maybe he wanted see her.",2
942,It's been three and a half years. Why all of a sudden?,0
943,"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",2
944,"What is going on here, Joe?",0
945,The girl is not Larry's. If the girl is Larry's girl she's not his she know she's not.,0
946,And how do you know why she's waited.,2
947,"I want you to---act like he is coming back. Don't think I haven't noticed you, both of you since Chris invited her here. I won't stand for any nonsense.",0
948,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back? She goes to sleep in his room and his memorial breaks in pieces. Look at it, Joe look.",0
949,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",0
950,You above all have got to believe. Just don't stop believing.,0
951,What does that mean? Me above all? What does that mean?,0
952,Look at you. You're shaking.,0
953,"What the hell do you want from me, Kate?",0
954,"Well, what of it?",2
955,"No, thank you.",2
956,"I'll have a little, I think.",2
957,I don't see why you want any you already had two glasses.,0
958,"Oh, you know no particular reason besides they are very small glasses.",2
959,"Don't be stupid, what?",0
960,Are you going out somewhere dear?,2
961,Well it's a woman's duty to allure the man. Watch me a minute will you?,0
962,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",0
963,"You know what? You snap, you snap, you snap you're like a little adder.",0
964,Nonsense. They have a bag of venom behind of fangs and they snap.,0
965,They sting.,0
966,"I don't care. I don't care, do you understand? I don't mind if they bark and they roll about like hoops.",0
967,Did you see much of Peter Burden after our divorce?,0
968,"Yes, I did quite a lot.",0
969,I suppose you let him just kiss you or good deal more than too.,0
970,"Oh, mind you own business.",0
971,"I suppose you two had a riotous time, huh? No restrain at all, very enjoyable, he never had much any how.",0
972,"You're quite insufferable, I expect it's because you're drunk.",0
973,I am not in the least bit drunk.,0
974,You always had a weak head.,0
975,I think I told you once before that I had three minute liquor glasses the whole evening long. A Child of two cannot get drunk on that.,0
976,"On the contrary, a child two could get violently drunk on only one glass of brandy.",0
977,"Oh very, very interesting Amanda. How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know? Intemperate tots.",0
978,Shut up.,0
979,Not very funny darling. Why don't you have some more brandy?,0
980,That's a very good idea I think I will.,0
981,Would you uh...turn that off please? You're going to wake the people upstairs.,0
982,Why?,0
983,Well then you'll wake the people downstairs.,0
984,They are away in Tunis.,0
985,This is no time a year for Tunis.,0
986,"Turn it on again, please.",0
987,I will do no such thing.,0
988,Very well if you insist on being boorish and idiotic.,0
989,Turn it off. It's driving me mad.,0
990,I won't.,0
991,Turn it off.,0
992,Stop it. No. Go away.,0
993,Amanda listen. Listen.,0
994,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",0
995,That's very amusing indeed.,0
996,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",0
997,"You...You're an evil minded, self-centered little wench and I never want to see you again.",0
998,This is the end do you hear me? Finally and forever.,0
999,You're not going like this.,0
1000,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",0
1001,No you're not.,0
1002,Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,0
1003,Fine.,2
1004,"Okay. Is that, is that--",1
1005,"The flashlight, the silver one. There's only one, isn't there?",2
1006,That's not your flashlight.,2
1007,Whose is it?,2
1008,"Oh...well. Yeah, of course.",2
1009,You keep saying my flashlight like it's just yours.,0
1010,No.,2
1011,How's that supposed to make me feel?,0
1012,"Of course, our flashlight. What's yours is mine. Me flashlight es su flashlight.",2
1013,Do they always run during a full moon? I don't remember. Was it full last year?,2
1014,Yeah.,2
1015,"Huh. Are you cold? Do you want my jacket? No? you know, we should have brought the blanket? Our blanket.",2
1016,"Aw. Do you know, I should have brought a six pack, too. A six pack, that would be just the ticket right about now. Huh?",2
1017,"God, I'm so excited, I'm like a kid. I can't believe I got out of the house with my fly zipped up.",1
1018,[LAUGHTER],1
1019,I'm cold.,3
1020,Right.,2
1021,"Wait, that's my point, too.",2
1022,Not particularly.,2
1023,Why not?,2
1024,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this. It's just forty minutes away for us; it's too good to pass up.",2
1025,Yeah. But this..this moment on the beach is like the highlight of their little lives. All that flopping around is laying eggs or what to do - spawning or mating or whatever.,2
1026,This is a big night for these little guys. It's like life's last orgy.,2
1027,"There's like mystery here, there's magic. It's like a little bit of the unexplainable. I just can't see how you're not interested.",2
1028,"God, I don't get it. you know the first time we came here, you said it was the best night of your life?",2
1029,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",2
1030,Ahh...we weren't in a good spot.,2
1031,"We just weren't in a good spot. I'm telling you, this is a much better spot. I have instincts for these things.",2
1032,"Look there, see? What's that? No, that's - that's just seaweed.",1
1033,"God, this is great. Think about this. I know you are not interested, but just think about this.",1
1034,"Just all at once, they turned and they formed this line as long as the California coast. And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",1
1035,It's single mindedness with no mind. It is urgency that is just pure urge.,1
1036,That's the wind.,2
1037,So what do you think?,1
1038,About what?,2
1039,"About all of that, about all I was talking about.",1
1040,He saw it.,2
1041,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,2
1042,I don't know. But he went back in the kitchen and he cried.,3
1043,Did you talk to him?,3
1044,No. I figured I'd just let it wait.,3
1045,Cried hard?,3
1046,"Yeah, I could hear him crying through the floorboards in my room.",3
1047,[BREATHING],3
1048,I don't know.,3
1049,"He's dreaming about him again, walking the streets.",0
1050,I guess he is.,3
1051,What do you mean a mistake?,0
1052,"What, can you prove it? What proof do you have? Can you prove it?",0
1053,"To you it is, to me it is. But to your father? You can talk yourself 'til you're blue in the face but there's was no grave and there is no body. So where are you?",0
1054,The trouble is those god damn news papers. Every month some boy comes back missing longer then Larry so--,0
1055,Why?,0
1056,I'm going to ask her to marry me.,2
1057,"Well, what do you want me to do? You're old enough known your own business.",0
1058,"See. Then it's not just my business. Sometimes you infuriate me, you know that? You know it's just your business too if I tell father and he throws a fit about it, huh?",0
1059,I'm sorry. I ignore what I've got to ignore. That girl is Larry's girl.,0
1060,She is not Larry's girl.,0
1061,"From father's point of view he is not dead and you have no right to take his girl. I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go. See, I don't know.",0
1062,You're a considerate fellow. There's nothing wrong in that.,2
1063,To hell with that.,0
1064,Did you ask Annie yet?,2
1065,"No, I wanted to get this all sorted out first.",3
1066,I don't see why it has to be Annie.,0
1067,"That's a good answer but it doesn't answer anything. You haven't seen her since you went away to war, it's been five years.",0
1068,"He thinks he's coming back, Chris. You marry that girl you're pronouncing him dead.",3
1069,"Do you know what that'll do to you, to your father, do you know? I don't.",0
1070,Are you crazy?,0
1071,You have a business here. I said what the hell is this?,0
1072,Business? The business doesn't inspire me.,0
1073,"Oh, must you be inspired.",0
1074,"Yes, yes I like it for one hour a day. I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",0
1075,"Yes, on this I would.",2
1076,"Well, you don't want to think like that.",0
1077,Then help me stay here mom.,3
1078,"All right but you don't think like that because what the hell is this all for. This is all for you, what are we working for Chris? The whole shooting match is for you.",0
1079,Then help me stay.,3
1080,"Well, you don't think like that.",0
1081,I am thinking like that.,0
1082,"I don't understand you, do I?",0
1083,"No, you don't. I'm a pretty tough guy.",3
1084,"Well, I can see that.",0
